DISCIPLINE;ASSO_NOM;DECLARATION EN PREFECTURE;AGREMENT JEUNESSE & SPORTS;AFFILIATION FEDERALE;PERS_INTERNET;EXTENSION;QUARTIERS;COMPLEXE;UNITE FONCTIONNELLE;NUMERO;RUE_LIBELLE;UF_CP;UF_Commune;COMPLEMENT;0-3ans;3-6ans;6-12ans;12-15ans;juniors16-20ans;adultes;séniors;handicapés;corpo;geolocalisation
karaté;KYOKEN KARATE;3/35974;03104ET0133;310665.0;;chez Pierre DUBARRY;;;;;;;;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
karaté;TOAC - TOULOUSE OLYMPIQUE AVIATION CLUB - OMNISPORT;;;;;;Sept Deniers;Complexe du TOAC;Fronton du TOAC;20;Chemin de Garric;31200.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.620162, 1.408135
karaté;TSUBAKI DOJO TOULOUSE KARATE;;;;;;Saint Aubin - Dupuy;ENSEMBLE LEO LAGRANGE;GYMNASE LEO LAGRANGE;54;Rue des Sept Troubadours;31000.0;TOULOUSE;Appt.15;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.596669, 1.433897
kung-Fu;ROYAL BOXING;4.18698570001e+12;31AS1446;;www.royalnaresuanboxing.com;;Patte d'Oie;COMPLEXE PRIVÉ;Royal Naresuan Boxing;20;Rue Adolphe Coll;31300.0;Toulouse;;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.598025, 1.424785
ALPINISME;CADETS DE TOULOUSE;5885.0;19533.0;31005.0;www.kdtoulouse.free.fr;;;Extérieurs de Toulouse;Les Pyrénées;;;;Dans les Pyrénées;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
ESCALADE;ESCAPADE CLUB;13823.0;31AS349;31018.0;escapadeclub.net;ZI de Montaudran;Montaudran Lespinet;COMPLEXE PRIVÉ;Salle Altissimo;5;Rue Jean Rodier;31400.0;Toulouse;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.567716, 1.487043
ESCALADE;TUC section ESCALADE;;;31074.0;www.tuc.asso.fr;;;;;;;;;stade Daniel FAUCHER;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;43.604268, 1.441019
randonnée;ASPTT GRAND TOULOUSE OMNISPORT;;;;perso.wanadoo.fr/d.hoizey;;;Extérieurs de Toulouse;Les Alpes;;;;Dans les Alpes;;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
ski de randonnée;CLUB ALPIN FRANCAIS DE TOULOUSE;;;3100.0;caftoulouse.free.fr;;;Extérieurs de Toulouse;Les Pyrénées;;;;Dans les Pyrénées;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
AQUAGYM;STADE TOULOUSAIN NATATION;;;240310046.0;www.stadetoulousainnatation.fr;;;;;;;;;;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;43.604268, 1.441019
NATATION;ASCM - ASSOCIATION SPORTIVE ET CULTURELLE MONTAUDRAN;;;;www.ascm-montaudran.com;Centre Polyvalent de Montaudran;Rangueil - CHR - Facultés;ZONE VERTE DE PECH DAVID;PISCINE PECH DAVID;82;Chemin des côtes de Pech David;31400.0;TOULOUSE;;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.589766, 1.415235
NATATION;ASPTT section NATATION;;;;www.toulouse.asptt.com;;;;;;;;;;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
NATATION;TAC - Toulouse Athlétic Club;;;240310335.0;;;Papus;GROUPE SCOLAIRE JACQUIER;PISCINE PAPUS;64;Allée de Guyenne;31100.0;TOULOUSE;;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.628522, 1.426857
pelote basque;TCMS OMNISPORT - TOULOUSE CHEMINOT MARENGO SPORTS;;;;;;Juncasse - Argoulets;Complexe du TCMS;Fronton Surcouf;2;Avenue de l' Hers;;TOULOUSE;;Non;Non;Non;Non;Non;Oui;Non;Non;Non;43.608324, 1.498483
pelote basque;TOAC - TOULOUSE OLYMPIQUE AVIATION CLUB - OMNISPORT;;;;;;Sept Deniers;Complexe du TOAC;Fronton du TOAC;20;Chemin de Garric;31200.0;TOULOUSE;Fonbeauzard;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Oui;43.674408, 1.435951
pelote basque;TOULOUSE PILOTA;;;626.0;;Bis;Juncasse - Argoulets;LES ARGOULETS;PELOTE BASQUE ARGOULETS;54;Rue Dinetard;31500.0;TOULOUSE;;Non;Non;Non;Non;Non;Oui;Oui;Non;Oui;43.64429, 1.446693
pétanque;A.S. HLM RECOLLETS DASTE;;;;;;;;;;;;;Appt 123;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
pétanque;AMICALE PETANQUE EMPALOT;;;;;;Empalot;ENSEMBLE ANDRE DASTE;BOULODROME MAIL EMPALOT;;Rue d' Aix;31400.0;TOULOUSE;;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.578643, 1.438592
pétanque;BOULES RAPHAEL PARC;;;117.0;;;Les Izards;STADE GEORGES RIGAL;BOULODROME RIGAL;2;Rue Raphaël;31200.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;43.642774, 1.440821
pétanque;PAPUS PETANQUE CLUB;;;;;;Papus;EQUIPEMT SPORT PROXIMITE PAPUS;BOULODROME PAPUS;;Rue du Béarn;31100.0;TOULOUSE;appt 67;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.575966, 1.410099
pétanque;PETANQUE CLUB CASSELARDIT;W313008242;;141.0;;;Casselardit;BATIMENTS SUR DOMAINE PUBLIC;EQUIPEMENT SPORTIF DE PROXIMITE BAUDIN CASSELARDIT;;Place Jean-Baptiste Baudin;31300.0;TOULOUSE;;Non;Non;Non;Non;Oui;Oui;Oui;Oui;Non;43.604459, 1.409555
pétanque;PETANQUE HERACLES;;;150.0;;Bar le Tir Bouchon;Compans;BATIMENTS SUR DOMAINE PUBLIC;BOULODROME PL HERACLES;;Square de l' Héraclès;31000.0;TOULOUSE;;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.594918, 1.453663
pétanque;REX PETANQUE CLUB;;;155.0;;;Marengo Jolimont;TERRAIN 118 RUE DE PERIOLE;BOULODROME 118 RUE DE PERIOLE;;Rue de Périole;31500.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;43.617551, 1.459663
pétanque;TEC - Toulouse Electrogaz Club;;;;;;;;;;;;;BP 7049;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;
pétanque;TOAC - TOULOUSE OLYMPIQUE AVIATION CLUB - OMNISPORT;;;;;;;;;;;;;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
randonnée Pédestre;AMITIES LOISIRS;W313008140;;611.0;www.amities-loisirs.com;Maison des Associations;;Extérieurs de Toulouse;Région Midi-Pyrénées;;;;En région Midi-Pyrénées;BP 74174;Non;Non;Non;Non;Non;Oui;Non;Non;Non;
randonnée Pédestre;APYA Association Pyrénées Autrement;;;1812.0;assoc.orange.fr/Pyrenees.autrement;;;;;;;;;;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.604268, 1.441019
randonnée Pédestre;LES RANDONNEURS TOULOUSAINS;W313004237;03102ET0092;614.0;www.randonneurstoulousains.fr;;;;;;;;;;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.604268, 1.441019
retraite sportive;ASTORS - Association Toulousaine de la Retraite Sportive;;;;;;Ramier;PARC DES SPORTS;PISCINE NAKACHE;7;Allée Gabriel Biénès;31400.0;TOULOUSE;;Non;Non;Non;Non;Non;Non;Oui;Non;Non;
hockey;Roller Club Toulousain;;;;rct.fr.fm;Chez Madame Nathalie Ibanez;;ZONE DE LA RAMEE;GYMNASE LA RAMEE;;;31170.0;TOURNEFEUILLE;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
roller;ROULEZ ROSE;;;31007.0;www.roulezrose.com;;Château de L'Hers;ENSEMBLE SPORTIF CHATEAU HERS;GYMNASE CHATEAU DE L'HERS;13;Chemin de Limayrac;31500.0;TOULOUSE;appt. 16;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.589237, 1.489429
roller;TOAC - TOULOUSE OLYMPIQUE AVIATION CLUB - OMNISPORT;;;16031003.0;;;Sept Deniers;Complexe du TOAC;Salle de sports du TOAC;20;Chemin de Garric;31200.0;Toulouse;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.620162, 1.408135
Skate board;ARA - Arts Rêve Action;30168.0;31AS1105;16031014.0;www.assoara31.fr;;;;;;;;;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.604268, 1.441019
BOXE FRANCAISE;TOULOUSE MULTI BOXE;;;31040.0;tmboxe.free.fr;;Faourette;ENSEMBLE LA FAOURETTE;GYMNASE LA FAOURETTE;18;Rue Paul Lambert;31100.0;TOULOUSE;Escalier 2;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.593607, 1.462219
BOXE FRANCAISE;TUC OMNISPORTS- Toulouse Université Club;;;;www.tuc.asso.fr;;Rangueil - CHR - Facultés;Université de Rangueil;Gymnase de l'Université de Rangueil;118;Route de Narbonne;31400.0;Toulouse;;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.563402, 1.460348
CANNE SPORTIVE ET BATON;TUC OMNISPORTS- Toulouse Université Club;;;;www.tuc-cc.asso.st;;;;;;;;;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.559419, 1.653837
kick boxing;ASCGMP - ASSOCIATION SPORTIVE & CULTURELLE DE LA GENDARMERIE MIDI PYRENEES - SECTION COURREGE;6390.0;31AS825;;;;;;;;;;;;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;
kick boxing;TOULOUSE MULTI BOXE;;;31040.0;tmboxe.free.fr;;Faourette;ENSEMBLE LA FAOURETTE;GYMNASE LA FAOURETTE;18;Rue Paul Lambert;31100.0;TOULOUSE;Escalier 2;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.593607, 1.462219
savate;TOULOUSE MULTI BOXE;;;31040.0;tmboxe.free.fr;;Faourette;ENSEMBLE LA FAOURETTE;GYMNASE LA FAOURETTE;18;Rue Paul Lambert;31100.0;TOULOUSE;Escalier 2;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;43.593607, 1.462219
ski alpin;ASSOCIATION PYRENEES CLUB;W313004198;31AS105;11329.0;www.pyrenees-club.asso.fr;;;Extérieurs de Toulouse;Les Pyrénées;;;;Dans les Pyrénées;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
ski alpin;CLUB ALPIN FRANCAIS DE TOULOUSE;;;3100.0;caftoulouse.free.fr;;;Extérieurs de Toulouse;Les Pyrénées;;;;Dans les Pyrénées;;Non;Non;Non;Non;Non;Oui;Non;Non;Non;43.604268, 1.441019
spéléologie;GROUPE SPELEOLOGIQUE DE TOULOUSE;;;;speleotoulouse.free.fr;;;Extérieurs de Toulouse;Les Pyrénées;;;;Dans les Pyrénées;;Non;Non;Non;Non;Non;Oui;Non;Non;Non;43.604268, 1.441019
spéléologie;GROUPE SPELEOLOGIQUE DES PYRENEES;;31AS73;;;;;Extérieurs de Toulouse;Les Pyrénées;;;;Dans les Pyrénées;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.480833, 1.430772
NATATION;CLUB TOULOUSAIN DU SPORT ADAPTE;;;;;;Ramier;PARC DES SPORTS;PISCINE NAKACHE;7;Allée Gabriel Biénès;31400.0;TOULOUSE;;Non;Non;Non;Non;Oui;Oui;Oui;Oui;Non;43.583959, 1.436448
AUTOMOBILE;ASSOCIATION SPORTIVE AUTOMOBILE CLUB DU MIDI;1401.0;31AS319;907.0;;;;;;;;;;B.P 45866;Non;Non;Non;Non;Oui;Oui;Oui;Oui;Non;
BOULES LYONNAISES;AMICALE BOULISTE COLONNE MARENGO;;;;;;;CIMETIERE TERRE CABADE;BOULODROME FRANCOIS CARBONNE;;;31500.0;TOULOUSE;;Non;Non;Non;Non;Non;Oui;Oui;Oui;Oui;43.604268, 1.441019
BOULES LYONNAISES;CLUB BOULISTE TOULOUSAIN;;;310110.0;;;Juncasse - Argoulets;MAIRIE ANNEXE ROSERAIE;BOULODROME COUVERT RENE CANNIZZO;8;Avenue du Parc;31500.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;43.621158, 1.47173
BALLET SUR GLACE;TOULOUSE SPORTS DE GLACE;;;31002.0;www.tsgpatinage.com;;Rangueil - CHR - Facultés;ENSEMBLE SPORTIF BELLEVUE;PATINOIRE BELLEVUE;86;Chemin de la Salade Ponsan;31400.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Non;Oui;Non;
DANSE SUR GLACE;TOULOUSE CLUB DE PATINAGE;;;31003.0;toulouseclubpatinage.com;;Rangueil - CHR - Facultés;ENSEMBLE SPORTIF BELLEVUE;PATINOIRE BELLEVUE;86;Chemin de la Salade Ponsan;31400.0;TOULOUSE;;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Non;
squash;TOAC Section SQUASH;3079.0;8849.0;;www.toacsquash.com;;Sept Deniers;Complexe du TOAC;Salle de sports du TOAC;20;Chemin de Garric;31200.0;Toulouse;Apt A27 - Résidence la commanderie;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.620162, 1.408135
tae kwon do;Ecole d'Arts Martiaux;;;310521.0;teamtkd.free.fr;;Saint Aubin - Dupuy;GROUPE SCOLAIRE CALVINHAC;GYMNASE CALVINHAC;6;Rue Jacques Labatut;31000.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.636248, 1.490051
tae kwon do;SHAOLIN;314014.0;31AS799;;shaolin-toulouse.com;;Marengo Jolimont;COMPLEXE PRIVÉ;Complexe Shaolin;9;Rue du Général Jean Compans;31500.0;Toulouse;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;
tae kwon do;TOULOUSE CLUB TAEKWONDO 31;W313001667;31AS1539;310992.0;www.tct31.fr;;Saint Aubin - Dupuy;ENSEMBLE LEO LAGRANGE;GYMNASE LEO LAGRANGE;54;Rue des Sept Troubadours;31000.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;43.562897, 1.407587
Qi Gong;ASCM - ASSOCIATION SPORTIVE ET CULTURELLE MONTAUDRAN;;;;;;Montaudran Lespinet;Nouveau Complexe Municipal;Centre d'animation Montaudran;3;Impasse Gaston Genin;31400.0;TOULOUSE;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.573964, 1.48466
Qi Gong;TAM TAO TOULOUSE;;;310686.0;www.tamtao.free.fr - laurent-chateau@club-internet.fr;;Pont des Demoiselles;GROUPE SCOLAIRE ANATOLE FRANCE;GYMNASE ANATOLE FRANCE;21;Boulevard de la Méditerranée;31400.0;TOULOUSE;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.584701, 1.461953
taï chi chuan/Qi Gong;ASSOCIATION YIM WING CHUN;W313000994;03106ET0046;603.0;yimwingchun.free.fr;;;;;;;;;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
taï chi chuan/Qi Gong;LE DOJO;W313011526;3197ET0144;;www.ledojo.com;;Guilheméry;COMPLEXE PRIVÉ;Le Dojo;15;Boulevard de la Gare;31500.0;Toulouse;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.605606, 1.457079
Télémark;CLUB ALPIN FRANCAIS DE TOULOUSE;;;3100.0;caftoulouse.free.fr;;;;;;;;;;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.604268, 1.441019
tennis;ASEAT;;;23310070.0;www.aseat.fr;;Juncasse - Argoulets;Complexe ASEAT;Installations CEAT;;Rue d' Oran;31500.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;43.615771, 1.470962
tennis;TOAC section TENNIS;8849.0;03197ET0087;23310084.0;www.club.fft.fr/toactennis;;;;;;;;;;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;43.604268, 1.441019
tennis de table;ASPTT section TENNIS DE TABLE;;;22310006.0;www.toulouse.asptt.com;;;;;;;;;;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;43.604268, 1.441019
tir à l'arc;TOULOUSE SPORT ET NATURE;;;3231066.0;;;;;;;;;;;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;43.523585, 1.340561
duathlon et triathlon;TOULOUSE TRIATHLON;321727.0;31AS649;12035.0;www.toulouse-tri.com;;Juncasse - Argoulets;Complexe ASEAT;Installations CEAT;;Rue d' Oran;31500.0;TOULOUSE;Appt 1202;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;43.615771, 1.470962
duathlon et triathlon;TUC TRI 31;;;12052.0;www.tuc-triathlon.com;;Papus;GROUPE SCOLAIRE JACQUIER;PISCINE PAPUS;64;Allée de Guyenne;31100.0;TOULOUSE;;Non;Non;Non;Non;Non;Oui;Oui;Oui;Non;43.484576, 1.389978
VOILE;RACING CLUB OLYMPIQUE;2578.0;;;;;;;;;;;;;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;43.604268, 1.441019
VOILE;TCMS OMNISPORT - TOULOUSE CHEMINOT MARENGO SPORTS;;;2175.0;;;;;;;;;;;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Oui;43.642327, 1.524252
ULM et voltige;AEROCLUB M. DASSAULT & L. BREGUET;W313001919;M26077;1603109040.0;dassaultbreguet31.free.fr;Aérodrome de Lasbordes;;;;;;;;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.609568, 1.497847
parapente;LES TOILES DU SUD;W313001201;31AS540;2463.0;lestoilesdusud.free.fr;MJC du Pont des Demoiselles;;;;;;;;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
BEACH VOLLEY;BEACH VOLLEY TOULOUSAIN;W313009123;31AS1481;310026.0;www.beachvolleytoulousain.com;;Ramier;PARC DES SPORTS;TERRAINS JEUX PARC DES SPORTS;;Allée Gabriel Biénès;31400.0;TOULOUSE;chez Edwige FAGGIANELLI;Non;Non;Non;Oui;Oui;Oui;Non;Non;Non;43.595042, 1.419562
VOLLEY BALL;A S MACCABI TOULOUSE;;;;www.maccabitoulouse.com;section volley-ball;;;;;;;;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
VOLLEY BALL;TROPIK 'CLUB TOULOUSE;;;310025.0;www.tropikfc.fr;;Croix Daurade;GYMNASE GEORGES OHNET;GYMNASE GEORGES OHNET;8;Rue Georges Ohnet;31200.0;TOULOUSE;BP74184;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.583979, 1.453411
YOGA;GV SPORT SANTE;0605978J;75599.0;;gvsportsante.com;;;;;;;;;;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.604268, 1.441019
YOGA;IZ'ART SPORT ET CULTURE;W313002083;31AS1530;;;;;;;;;;;Appt. 104;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
sauvetage et secourisme;CLUB DE SAUVETAGE TOULOUSAIN;;;1862.0;;;Rangueil - CHR - Facultés;ENSEMBLE SPORTIF BELLEVUE;PISCINE BELLEVUE;86;Chemin de la Salade Ponsan;31400.0;TOULOUSE;;Non;Non;Non;Oui;Oui;Oui;Non;Non;Non;43.536958, 1.470415
sauvetage et secourisme;CLUB DE SAUVETAGE TOULOUSAIN;;;1862.0;;;Rangueil - CHR - Facultés;ZONE VERTE DE PECH DAVID;PISCINE PECH DAVID;82;Chemin des côtes de Pech David;31400.0;TOULOUSE;;Non;Non;Non;Oui;Oui;Oui;Non;Non;Non;43.539087, 1.486442
kick boxing;TOULOUSE MULTI BOXE;;;31040.0;tmboxe.free.fr;;Patte d'Oie;COMPLEXE PRIVÉ;Académie des Arts Martiaux de Toulouse;38;Avenue de Lombez;31300.0;TOULOUSE;Escalier 2;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.582, 1.448621
kick boxing;TOULOUSE MULTI BOXE;;;31040.0;tmboxe.free.fr;;Sauzelong - Rangueil;ENSEMBLE RANGUEIL;COSEC RANGUEIL;27;Chemin du Canal;31400.0;TOULOUSE;Escalier 2;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.572931, 1.463274
SHINTAIDO/KENKO TAISO;ASSOCIATION ALIZARINE;4313012657.0;;;shintaidotoulouse.wordpress.com;BIS;La Fourguette;COMPLEXE SPORTIF DE GIRONIS;GYMNASE GIRONIS;35;Rue de Gironis;31100.0;TOULOUSE;;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;43.619623, 1.443313
SHINTAIDO/KENKO TAISO;ASSOCIATION ALIZARINE;4313012657.0;;;shintaidotoulouse.wordpress.com;BIS;Sauzelong - Rangueil;ENSEMBLE RANGUEIL;COSEC RANGUEIL;27;Chemin du Canal;31400.0;TOULOUSE;;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;43.629916, 1.453896
ski alpin;ASPTT section SKI;;;;www.toulouse.asptt.com;;;;;;;;;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
ski alpin;TCMS OMNISPORT - TOULOUSE CHEMINOT MARENGO SPORTS;;;;;;;Extérieurs de Toulouse;Les Alpes;;;;Dans les Alpes;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Oui;43.604268, 1.441019
spéléologie;SOCIETE MERIDIONALE DE SPELEOLOGIE ET DE PREHISTOIRE;3500.0;16069.0;;;;;;;;;;;;Non;Non;Non;Oui;Oui;Oui;Non;Non;Oui;43.612879, 1.238885
gymnastique artistique;CLUB TOULOUSAIN DU SPORT ADAPTE;;;;;;Mirail Université;COSEC MIRAIL;NOUVEAU GYMNASE DU MIRAIL;6;Rue Ferdinand Laulanie;31100.0;TOULOUSE;;Non;Non;Non;Non;Oui;Oui;Oui;Oui;Non;43.616859, 1.421328
BOULES LYONNAISES;LES AMIS DE RAYNAL;;;310201.0;;;Barrière de Paris;ENSEMBLE SCOLAIRE TLSE LAUTREC;BOULODROME NEGRENEYS - JACQUES BOUTRIT;6;Impasse Pierre Curie;31200.0;TOULOUSE;;Non;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;43.626087, 1.441335
DANSE SUR GLACE;TOAC section PATINAGE SUR GLACE;328297.0;8849.0;;www.toac-patinage.fr;;;;;;;;;;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.720212, 1.430416
DANSE SUR GLACE;TOULOUSE CLUB DE PATINAGE;;;31003.0;toulouseclubpatinage.com;;Juncasse - Argoulets;LES ARGOULETS;PATINOIRE FRATERNITE;31;Avenue de l' Hers;31500.0;TOULOUSE;;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Non;43.492469, 1.542317
DANSE SUR GLACE;TOULOUSE SPORTS DE GLACE;;;31002.0;www.tsgpatinage.com;;Rangueil - CHR - Facultés;ENSEMBLE SPORTIF BELLEVUE;PATINOIRE BELLEVUE;86;Chemin de la Salade Ponsan;31400.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;
patinage artistique;TOULOUSE CLUB DE PATINAGE;;;31003.0;toulouseclubpatinage.com;;Rangueil - CHR - Facultés;ENSEMBLE SPORTIF BELLEVUE;PATINOIRE BELLEVUE;86;Chemin de la Salade Ponsan;31400.0;TOULOUSE;;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;
tae kwon do;DOJO EXPRESSION;303910.0;16048.0;310869.0;www.dojo-expression.com;;Château de L'Hers;COMPLEXE PRIVÉ;Dojo Expression;159;Avenue Raymond Naves;31500.0;Toulouse;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.597682, 1.474807
Qi Gong;ASSOCIATION 5 ANIMAUX QI GONG;;;;www.5a-qigong.com;;;;;;;;;;Non;Non;Non;Non;Oui;Oui;Oui;Oui;Non;43.604268, 1.441019
Qi Gong;LES VENTRES LIBRES;W313006608;;;www.lesventreslibres.com;;;;;;;;;;Non;Non;Non;Non;Oui;Oui;Oui;Oui;Non;43.45158, 1.399456
taï chi chuan/Qi Gong;DOUCEUR DE VIE;3/29137;;60910407.0;www.douceurdevie.com;;Saint Cyprien;Nouveau Complexe Municipal;Espace Saint Cyprien;56;Allées Charles de Fitte;31300.0;TOULOUSE;;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.612468, 1.432298
taï chi chuan/Qi Gong;MIDI PYRENEES SHAOLIN SI WASHU QUAN - ECOLE SHI MIAOFENG;;;;shaolinmidipyrenees.org;;Matabiau;COMPLEXE PRIVÉ;Judo Olympia Gym;9;Rue Caffarelli;31000.0;Toulouse;;Non;Non;Non;Non;Non;Non;Non;Non;Non;43.608465, 1.450373
tennis;ASCGMP - ASSOCIATION SPORTIVE & CULTURELLE DE LA GENDARMERIE MIDI PYRENEES - SECTION COURREGE;6390.0;31AS825;;;;;;;;;;;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;
tennis;ASPTT section TENNIS;;;23310130.0;www.toulouse.asptt.com;;;;;;;;;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Oui;43.604268, 1.441019
tennis de table;PATTE D'OIE TENNIS DE TABLE;;;;;Centre socio-culturel Fontaine Lestang;;;;;;;;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
tennis de table;TAC section TENNIS DE TABLE;;;22310008.0;;;;;;;;;;chez Alain GUETIERE;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Oui;43.537116, 1.342645
tennis de table;TOAC section TENNIS DE TABLE;03197ET0087;8849.0;22310011.0;www.toac-tt.fr;;;;;;;;;;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;43.604268, 1.441019
duathlon et triathlon;TOAC - TOULOUSE OLYMPIQUE AVIATION CLUB - OMNISPORT;;;12012.0;www.chez.com/toactri/;;Sept Deniers;Complexe du TOAC;Piste d'athlétisme du TOAC;20;Chemin de Garric;31200.0;Toulouse;;Non;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;43.621471, 1.340877
planche à voile;TOAC section VOILE;;;2412002.0;toac.voile.free.fr/;;;;;;;;;;Non;Non;Non;Non;Non;Oui;Non;Non;Non;43.604268, 1.441019
VOILE;TOAC section VOILE;;;2412002.0;toac.voile.free.fr/;;;;;;;;;;Non;Non;Non;Non;Non;Oui;Non;Non;Non;43.604268, 1.441019
VOLLEY BALL;ASSOCIATION STADE TOULOUSAIN RUGBY;;;311587.0;;;Bagatelle;ENSEMBLE BAGATELLE;GYMNASE BAGATELLE;6;Impasse du Bachaga Boualam;31100.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;
VOLLEY BALL;ASSOCIATION STADE TOULOUSAIN RUGBY;;;311587.0;;;Bellefontaine;ENSEMBLE VALMY BELLEFONTAINE;GYMNASE VALMY;;Cheminement Guillaume et Joseph Bouton;31100.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;
